ISIN,BSE Name,NSE Symbol,Applicable Date,High Price on BSE (INR),High Price on NSE (INR),Fair market value,Type
INE967B01028,SCANP GEOM,,10/31/2018,24.9,,24.9,Stock
INE099G01011,SCANSTL,,10/31/2018,19.95,,19.95,Stock
INE224E01036,SCAPDVR,SCAPDVR,10/31/2018,10.36,10.25,10.36,Stock
INE892C01018,SCC,,10/31/2018,29.85,,29.85,Stock
INE979R01011,SCFL,SHYAMCENT,10/31/2018,11.9,11.8,11.9,Stock
INE024C01026,SCHABLONA (I,,10/31/2018,20.29,,20.29,Stock
INE513A01022,SCHAEFFLER,SCHAEFFLER,10/31/2018,5649.9,5585.6,5649.9,Stock
INE807K01035,SCHAND,SCHAND,10/31/2018,479.4,479.9,479.9,Stock
INE839M01018,SCHNEIDER,SCHNEIDER,10/31/2018,121.05,121.5,121.5,Stock
INE959E01011,SCOOTERS IND,,10/31/2018,64.5,,64.5,Stock
INE501Y01019,SCPL,,10/31/2018,123.15,,123.15,Stock
INE004E01016,SDL,,10/31/2018,45.9,,45.9,Stock
INE497B01018,SEAMEC LTD,SEAMECLTD,10/31/2018,178.95,175.5,178.95,Stock
INE454D01015,SEASONS FUR.,,10/31/2018,6.49,,6.49,Stock
INE707B01010,SEASONS TEXT,,10/31/2018,22.9,,22.9,Stock
INE195Y01010,,SECURCRED,10/31/2018,,212.5,212.5,Stock
INE440T01010,SEIL,,10/31/2018,157,,157,Stock
INE105I01012,SEL MANUF,SELMCL,10/31/2018,3.1,3.1,3.1,Stock
INE818A01017,SELAN EXPLOR,SELAN,10/31/2018,226.9,226,226.9,Stock
INF346A01034,SENSEXIWIN,SENSEXIWIN,10/31/2018,375.28,375.08,375.28,Stock
INE564B01015,SENTHILINFO,,10/31/2018,7.14,,7.14,Stock
INE735M01018,SEPOWER,SEPOWER,10/31/2018,,9.25,9.25,Stock
INE807F01027,SEQUENT,SEQUENT,10/31/2018,88.75,88.55,88.75,Stock
INE431L01016,SERVALAKSHMI,SERVALL,10/31/2018,,1.95,1.95,Stock
INE782X01017,,SERVOTECH,10/31/2018,,38,38,Stock
INE185D01015,SERVOTECH EN,,10/31/2018,2.1,,2.1,Stock
INE630A01024,SESHA.PAPER,SESHAPAPER,10/31/2018,1038.45,1050,1050,Stock
INE878E01021,SETCO AUTO,SETCO,10/31/2018,67.7,67.65,67.7,Stock
INF200KA1JT1,,SETF10GILT,10/31/2018,,161,161,Stock
INF200KA1572,SETFBSE100,,10/31/2018,116.1,,116.1,Stock
INF200KA1FS1,,SETFNIF50,10/31/2018,,115,115,Stock
INF200KA1580,,SETFNIFBK,10/31/2018,,275.5,275.5,Stock
INF200KA1598,,SETFNN50,10/31/2018,,311,311,Stock
INE573R01012,SEYAIND,,10/31/2018,670,,670,Stock
INE955I01036,SEZALGLASS,SEZAL,10/31/2018,4.65,4.4,4.65,Stock
INE916U01025,SFL,SFL,10/31/2018,1600,1607.5,1607.5,Stock
INE320C01010,SFLINTER,,10/31/2018,2.6,,2.6,Stock
INE716K01012,SFPIL,,10/31/2018,21.5,,21.5,Stock
INE883G01018,,SGFL,10/31/2018,,1.55,1.55,Stock
INE414Y01015,SGRL,,10/31/2018,43,,43,Stock
INE318K01017,SH PRECOTED,,10/31/2018,0.37,,0.37,Stock
INE688C01010,SH.BHAWANI,,10/31/2018,4.66,,4.66,Stock
INE065E01017,SH.HARI CHEM,,10/31/2018,51.25,,51.25,Stock
INE538D01015,SH.KARTHIK P,,10/31/2018,20.25,,20.25,Stock
INE847D01010,SH.PACETRON.,,10/31/2018,12.6,,12.6,Stock
INE617D01017,SH.RAJES.PAP,,10/31/2018,16.55,,16.55,Stock
INE387D01025,SH.STEEL WIR,,10/31/2018,17.6,,17.6,Stock
INE151G01010,SHA ENG PLA,,10/31/2018,1142,,1142,Stock
INE640C01011,SHAH ALLOYS,SHAHALLOYS,10/31/2018,21.55,22.15,22.15,Stock
INE455D01012,SHAH FOOD(P),,10/31/2018,163.5,,163.5,Stock
INE825D01016,SHAHISHIP,,10/31/2018,8.75,,8.75,Stock
INE195R01014,SHAILJA,,10/31/2018,12.1,,12.1,Stock
INE908D01010,SHAKTI PUMPS,SHAKTIPUMP,10/31/2018,542.7,542,542.7,Stock
INE597J01018,SHALBY,SHALBY,10/31/2018,241.7,242,242,Stock
INE861D01011,SHALIB.FINAN,,10/31/2018,150,,150,Stock
INE849C01026,SHALIMAR PAI,SHALPAINTS,10/31/2018,192.9,194,194,Stock
INE435E01020,SHALIMAR PRO,,10/31/2018,0.49,,0.49,Stock
INE655D01025,SHALIMAR WIR,,10/31/2018,19,,19,Stock
INE118R01016,SHANGAR,,10/31/2018,18.25,,18.25,Stock
INE274V01019,SHANKARA,SHANKARA,10/31/2018,1730,1720.95,1730,Stock
INE408F01016,SHANTAI,,10/31/2018,156.5,,156.5,Stock
INE545N01019,SHANTANU SHE,,10/31/2018,7.19,,7.19,Stock
INE631A01022,SHANTHI GEAR,SHANTIGEAR,10/31/2018,149.75,151.9,151.9,Stock
INE933X01016,,SHANTI,10/31/2018,,43.5,43.5,Stock
INE385M01012,SHARDA ISPAT,,10/31/2018,94.3,,94.3,Stock
INE597I01010,SHARDA MOTOR,SHARDAMOTR,10/31/2018,2349,2350,2350,Stock
INE221J01015,SHARDACROP,SHARDACROP,10/31/2018,445.3,444.9,445.3,Stock
INE037B01012,SHARDUL SECU,,10/31/2018,52.15,,52.15,Stock
INF732E01128,SHARIA BEES,SHARIABEES,10/31/2018,285,270,285,Stock
INE669Y01014,SHARIKA,,10/31/2018,55.35,,55.35,Stock
INE028B01029,SHARON BIO,SHARONBIO,10/31/2018,7,6.95,7,Stock
INE207B01011,SHARP INDIA,,10/31/2018,52,,52,Stock
INE909D01026,SHARP INV,,10/31/2018,1.56,,1.56,Stock
INE700V01013,SHASHIJIT,,10/31/2018,30.75,,30.75,Stock
INE786J01017,SHEETAL DIAM,,10/31/2018,5.56,,5.56,Stock
INE268L01020,SHEKHAWATI,SPYL,10/31/2018,0.68,0.7,0.7,Stock
INE413C01013,SHELTER,,10/31/2018,10.9,,10.9,Stock
INE363M01019,SHEMAROO,SHEMAROO,10/31/2018,533.05,535,535,Stock
INE011D01013,SHERVANI IND,,10/31/2018,645,,645,Stock
INE278C01010,SHETRON LTD,,10/31/2018,72.6,,72.6,Stock
INE024F01011,SHILCHAR TEC,,10/31/2018,430,,430,Stock
INE960A01017,SHILP GRAVUR,,10/31/2018,149,,149,Stock
INE790G01031,SHILPA MEDIC,SHILPAMED,10/31/2018,576.45,578.8,578.8,Stock
INE510K01019,SHILPI CABLE,SHILPI,10/31/2018,11.49,11.45,11.49,Stock
INE109A01011,SHIPP.CORPN,SCI,10/31/2018,82.2,82.3,82.3,Stock
INE196B01016,SHIRPUR GOLD,SHIRPUR-G,10/31/2018,165,165.1,165.1,Stock
INE145Y01015,SHISHIND,,10/31/2018,29.5,,29.5,Stock
INE386D01027,SHIV.BIMETAL,,10/31/2018,102,,102,Stock
INE555C01029,SHIVA CEMENT,,10/31/2018,30,,30,Stock
INE960E01019,SHIVA FERT.,,10/31/2018,90,,90,Stock
INE875N01028,SHIVA MEDIC.,,10/31/2018,13.66,,13.66,Stock
INE705C01020,SHIVA TEXYAM,SHIVATEX,10/31/2018,619.8,616.3,619.8,Stock
INE191V01015,SHIVAEXPO,,10/31/2018,21.35,,21.35,Stock
INE092H01014,SHIVAGRICO,,10/31/2018,6.53,,6.53,Stock
INE788J01013,SHIVALIK,,10/31/2018,783,,783,Stock
INE637H01024,SHIVAM AUTO,SHIVAMAUTO,10/31/2018,85.2,85.5,85.5,Stock
INE500L01026,SHK,SHK,10/31/2018,305.9,305.6,305.9,Stock
INE498B01024,SHOPPER STOP,SHOPERSTOP,10/31/2018,525,525,525,Stock
INE715Y01015,,SHRADHA,10/31/2018,,69.45,69.45,Stock
INE070A01015,SHREE CEMENT,SHREECEM,10/31/2018,17499.9,17522.15,17522.15,Stock
INE080I01025,SHREE GLOBAL,,10/31/2018,2.12,,2.12,Stock
INE970C01012,SHREE KRISHN,,10/31/2018,34.25,,34.25,Stock
INE796C01011,SHREE RAJSYN,,10/31/2018,20.25,,20.25,Stock
INE879A01019,SHREE RAMA,SHREERAMA,10/31/2018,14.2,14.4,14.4,Stock
INE117K01013,SHREE SURGOV,,10/31/2018,9.09,,9.09,Stock
INE130D01037,SHREE TULSI,,10/31/2018,11.45,,11.45,Stock
INE051N01018,SHREEGANES,,10/31/2018,250.95,,250.95,Stock
INE712K01011,SHREEPUSHK,SHREEPUSHK,10/31/2018,279,276.8,279,Stock
INE164H01011,SHREERAM,,10/31/2018,46.45,,46.45,Stock
INE981C01019,SHREEVAT.FIN,,10/31/2018,4.18,,4.18,Stock
INE914B01012,SHREMETAL,,10/31/2018,11.8,,11.8,Stock
INE632X01014,,SHRENIK,10/31/2018,,646,646,Stock
INE757B01015,SHREY SH LOG,SHREYAS,10/31/2018,591.45,594.9,594.9,Stock
INE231C01019,SHREYANS IND,SHREYANIND,10/31/2018,190.15,190.9,190.9,Stock
INE115F01017,SHREYAS INTE,,10/31/2018,8.8,,8.8,Stock
INE402H01015,SHRI BAJRANG,,10/31/2018,21.95,,21.95,Stock
INE204C01024,SHRI DINESH,,10/31/2018,205,,205,Stock
INE564J01026,SHRI JAGDAMB,,10/31/2018,198,,198,Stock
INE997I01012,SHRI KRISH,,10/31/2018,15.35,,15.35,Stock
INE753D01010,SHRICON IND.,,10/31/2018,40,,40,Stock
INE526E01018,,SHRIPISTON,10/31/2018,,1800,1800,Stock
INE777G01012,SHRIRAM ASSE,,10/31/2018,85,,85,Stock
INE964H01014,SHRIRAM EPC,SHRIRAMEPC,10/31/2018,29.8,29.6,29.8,Stock
INE721A01047,SHRIRAM TRAN,SRTRANSFIN,10/31/2018,1404.95,1405,1405,Stock
INE472C01027,SHRISTINFRA,,10/31/2018,293,,293,Stock
INE722A01011,SHRMCITYUN,SHRIRAMCIT,10/31/2018,2074.9,2069,2074.9,Stock
INE344E01016,SHUKRA JEW,,10/31/2018,10.05,,10.05,Stock
INE551C01028,SHUKRAPHAR,,10/31/2018,57.65,,57.65,Stock
INE203N01015,SHYAMKAM INV,,10/31/2018,29.45,,29.45,Stock
INE441C01014,SIBAR AUTO,,10/31/2018,20.54,,20.54,Stock
INE176J01011,SICAGEN IND,SICAGEN,10/31/2018,47,46.95,47,Stock
INE075B01012,SICAL LOG,SICAL,10/31/2018,223.9,221.9,223.9,Stock
INE930X01012,SIDDH,,10/31/2018,42,,42,Stock
INE140C01012,SIDDHA VEN,,10/31/2018,0.68,,0.68,Stock
INE003A01024,SIEMENS LTD.,SIEMENS,10/31/2018,1328.4,1331.3,1331.3,Stock
INE873S01022,SIENERGY,,10/31/2018,8.89,,8.89,Stock
INE529F01027,SIGNET IND,SIGNET,10/31/2018,8.38,8.3,8.38,Stock
INE971P01012,,SIIL,10/31/2018,,65.7,65.7,Stock
INE438E01016,SIKA INTER.,,10/31/2018,222.5,,222.5,Stock
INE112X01017,,SIKKO,10/31/2018,,35.5,35.5,Stock
INE923A01015,SIL INVEST,SILINV,10/31/2018,480,485,485,Stock
INE203Y01012,,SILLYMONKS,10/31/2018,,162,162,Stock
INE870J01019,SILVER OAK,,10/31/2018,13.6,,13.6,Stock
INE798C01017,SILVEROAK,,10/31/2018,5.24,,5.24,Stock
INE625X01018,,SILVERTUC,10/31/2018,,122.5,122.5,Stock
INE748T01016,SIMBHALS,SIMBHALS,10/31/2018,23.3,23.25,23.3,Stock
INE657D01021,SIMMONDS-MAR,,10/31/2018,117.9,,117.9,Stock
INE658D01011,SIMPLEX CAST,,10/31/2018,170,,170,Stock
INE457H01019,SIMPLEX MIL,,10/31/2018,10.55,,10.55,Stock
INE898F01018,SIMPLEX PROJ,SIMPLEX,10/31/2018,37,36.25,37,Stock
INE167H01014,SIMPLEX REAL,,10/31/2018,120,,120,Stock
INE059B01024,SIMPLX INFRA,SIMPLEXINF,10/31/2018,615.75,610,615.75,Stock
INE354D01017,SIMRAN FARMS,,10/31/2018,156,,156,Stock
INE985A01014,SINCLAIR HOT,,10/31/2018,454.5,,454.5,Stock
INE638A01035,SINGER INDIA,,10/31/2018,51,,51,Stock
INE429C01035,SINTEX IND.,SINTEX,10/31/2018,23.45,23.4,23.45,Stock
INE501W01021,SINTEXPLAST,SPTL,10/31/2018,75.4,75.5,75.5,Stock
INE613C01018,SIPROJECTS,,10/31/2018,247.6,,247.6,Stock
INE117H01019,SIR SHADI LA,,10/31/2018,65.5,,65.5,Stock
INE285J01010,SIS,SIS,10/31/2018,1212,1216,1216,Stock
INE932X01018,SISL,,10/31/2018,115,,115,Stock
INE579D01019,SITA ENTER.,,10/31/2018,22.8,,22.8,Stock
INE686I01011,SITA SHREE,SITASHREE,10/31/2018,5.15,4.95,5.15,Stock
INE965H01011,SITINET,SITINET,10/31/2018,23.5,23.55,23.55,Stock
INE920P01019,SIVI,,10/31/2018,57,,57,Stock
INE076B01028,SIYARAM SILK,SIYSIL,10/31/2018,690,700,700,Stock
INE312B01027,SJ CORP LTD,,10/31/2018,14.75,,14.75,Stock
INE002L01015,SJVN,SJVN,10/31/2018,34.8,34.6,34.8,Stock
INE094T01015,SKC,,10/31/2018,179.95,,179.95,Stock
INE260E01014,SKCIL,,10/31/2018,183.9,,183.9,Stock
INE640A01023,SKF INDIA,SKFINDIA,10/31/2018,1798,1802,1802,Stock
INE279P01036,SKFL,,10/31/2018,4.27,,4.27,Stock
INE429F01012,SKIL,SKIL,10/31/2018,47.85,48.05,48.05,Stock
INE055Q01012,SKILVEN,,10/31/2018,17.9,,17.9,Stock
INE439E01022,SKIPPER,SKIPPER,10/31/2018,247.9,247.9,247.9,Stock
INE459U01018,SKL,,10/31/2018,17.75,,17.75,Stock
INE411D01015,SKM EGG PROD,SKMEGGPROD,10/31/2018,84.3,84.5,84.5,Stock
INE672X01010,,SKML,10/31/2018,,58,58,Stock
INE009Q01019,SKP,,10/31/2018,19.85,,19.85,Stock
INE709B01016,SKP SECURE.,,10/31/2018,72.95,,72.95,Stock
INE507Y01016,,SKSTEXTILE,10/31/2018,,95.5,95.5,Stock
INE765B01018,SKY INDUST.,,10/31/2018,55,,55,Stock
INE178E01026,SKYL MILLAR,,10/31/2018,4.99,,4.99,Stock
INE766D01012,SMARTFIN,,10/31/2018,49.4,,49.4,Stock
INE178C01020,SMARTLINK,SMARTLINK,10/31/2018,119,119.7,119.7,Stock
INE728B01032,SMFIL,,10/31/2018,0.48,,0.48,Stock
INE641A01013,SMIFS CAPITA,,10/31/2018,57.15,,57.15,Stock
INE294B01019,SMLISUZU,SMLISUZU,10/31/2018,850.85,848,850.85,Stock
INE017W01010,SMLT,,10/31/2018,60,,60,Stock
INE215G01021,SMPL,SMPL,10/31/2018,1.63,1.65,1.65,Stock
INE172E01011,SMRUTHIORG,,10/31/2018,92,,92,Stock
INE812G01025,SMS PHARMACE,SMSPHARMA,10/31/2018,99.8,100,100,Stock
INE320X01016,SMSLIFE,SMSLIFE,10/31/2018,423.8,421.95,423.8,Stock
INE702Y01013,,SMVD,10/31/2018,,39,39,Stock
INE568F01017,SNL BEARINGS,,10/31/2018,391,,391,Stock
INE734N01019,SNOWMAN,SNOWMAN,10/31/2018,57.25,57.3,57.3,Stock
INE671H01015,SOBHA,SOBHA,10/31/2018,575,575.5,575.5,Stock
INE002B01016,SOFTSOL (I),,10/31/2018,39.85,,39.85,Stock
INE343H01029,SOLAR IND,SOLARINDS,10/31/2018,1098.85,1094,1098.85,Stock
INE161C01026,SOLID CARBID,,10/31/2018,0.38,,0.38,Stock
INE584G01012,SOLID STONE,,10/31/2018,71,,71,Stock
INE717P01027,SOLISMAR,,10/31/2018,0.53,,0.53,Stock
INE410A01013,SOLITAIR MC,,10/31/2018,59.9,,59.9,Stock
INE314H01012,SOLIX TECHNO,,10/31/2018,176.45,,176.45,Stock
INE480C01012,SOM DISTILL.,SDBL,10/31/2018,257.65,257.3,257.65,Stock
INE314C01013,SOMA TEXTILE,SOMATEX,10/31/2018,14.55,14.65,14.65,Stock
INE355A01028,SOMANY CRAM,SOMANYCERA,10/31/2018,767,760.55,767,Stock
INE754C01010,SOMDATT FIN,,10/31/2018,5.84,,5.84,Stock
INE323J01019,SOMI CONVEY,SOMICONVEY,10/31/2018,70,70.9,70.9,Stock
INE643A01035,SONA KOYO ST,SONASTEER,10/31/2018,109.3,109.2,109.3,Stock
INE344I01017,SONAL ADHESI,,10/31/2018,6.66,,6.66,Stock
INE269A01021,SONATA SOFT.,SONATSOFTW,10/31/2018,308,308,308,Stock
INE126M01010,SORILHOLD,SORILHOLD,10/31/2018,261.4,256,261.4,Stock
INE034H01016,SORILINFRA,SORILINFRA,10/31/2018,263.95,263.95,263.95,Stock
INE035D01012,SOTL,SOTL,10/31/2018,1433.95,1439.45,1439.45,Stock
INE679C01027,SOURCENTRL,,10/31/2018,119.75,,119.75,Stock
INE683A01023,SOUTH IND.BK,SOUTHBANK,10/31/2018,30.6,30.65,30.65,Stock
INE147A01011,SOUTH PET(PS,SPIC,10/31/2018,44.85,44.9,44.9,Stock
INE410M01018,SOUTH.LATEX,,10/31/2018,10.98,,10.98,Stock
INE308N01012,SOUTH.MAGNES,,10/31/2018,37.4,,37.4,Stock
INE371B01015,SOUTHBIOTEC,,10/31/2018,4.14,,4.14,Stock
INE959D01013,SOVEREIGN DI,,10/31/2018,13.91,,13.91,Stock
INE826D01014,SOWBH MEDIA,,10/31/2018,2.81,,2.81,Stock
INE212I01016,SPAL,SPAL,10/31/2018,383.85,382.5,383.85,Stock
INE960B01015,SPARC SYSTEM,,10/31/2018,3.32,,3.32,Stock
INE247M01014,SPECIALITY R,SPECIALITY,10/31/2018,165,165.9,165.9,Stock
INE547C01018,SPECTR FOOD,,10/31/2018,52.35,,52.35,Stock
INE848B01012,SPECTRA IND.,,10/31/2018,31.8,,31.8,Stock
INE252A01019,SPEL SEMICON,,10/31/2018,15,,15,Stock
INE175C01018,SPENTA INT.,,10/31/2018,197,,197,Stock
INE376C01020,SPENTEX INDS,SPENTEX,10/31/2018,6.2,6.2,6.2,Stock
INE737B01033,SPHEREGSL,SPHEREGSL,10/31/2018,41.4,41.8,41.8,Stock
INE882D01017,SPICE ISLAND,,10/31/2018,23,,23,Stock
INE285B01017,SPICEJET LTD,,10/31/2018,129.75,,129.75,Stock
INE927C01020,SPICEMOBI,SPICEMOBI,10/31/2018,22.6,23.7,23.7,Stock
INE592O01019,SPICY,,10/31/2018,10.45,,10.45,Stock
INE805E01016,SPISYS,,10/31/2018,7.9,,7.9,Stock
INE978G01016,SPL INDS,SPLIL,10/31/2018,25.3,25.8,25.8,Stock
INE937A01023,SPMLINFRA,SPMLINFRA,10/31/2018,137.85,137.45,137.85,Stock
INE885H01011,SPORTKING,,10/31/2018,43.5,,43.5,Stock
INE502O01018,SPS,,10/31/2018,190,,190,Stock
INE758B01013,SPS INTL.,,10/31/2018,5,,5,Stock
INE201K01015,SQSBFSI,SQSBFSI,10/31/2018,526,529,529,Stock
INE618F01010,SREE JAYA.AU,,10/31/2018,1.78,,1.78,Stock
INE917H01012,SREE RAYALA,SRHHYPOLTD,10/31/2018,192.2,196,196,Stock
INE266H01014,SREE SAKTHI,,10/31/2018,8.75,,8.75,Stock
INE377C01010,SREECHEM RES,,10/31/2018,7.6,,7.6,Stock
INE099F01013,SREELEATHER,SREEL,10/31/2018,272.95,272,272.95,Stock
INE872A01014,SREIINFRA,SREINFRA,10/31/2018,97.1,97.2,97.2,Stock
INE606K01023,SRESTHA,,10/31/2018,12.25,,12.25,Stock
INE647A01010,SRF LIMITED,SRF,10/31/2018,1835.05,1827.95,1835.05,Stock
INE559N01010,SRG HFL,,10/31/2018,355,,355,Stock
INE416A01036,SRI ADHIKARI,SABTN,10/31/2018,24.3,24.3,24.3,Stock
INE232A01011,SRI DIGV CEM,,10/31/2018,27.5,,27.5,Stock
INE009C01019,SRI KPR IND,,10/31/2018,30,,30,Stock
INE456D01010,SRI LAK.SAR.,,10/31/2018,26.8,,26.8,Stock
INE443E01016,SRI NACHAMAI,,10/31/2018,20.2,,20.2,Stock
INE306D01017,SRI RAMK.MIL,,10/31/2018,13.5,,13.5,Stock
INE943C01027,SRIPIPES,SRIPIPES,10/31/2018,385.15,387,387,Stock
INE634W01012,,SRIRAM,10/31/2018,,20.3,20.3,Stock
INE951M01037,SRK INDUS,,10/31/2018,2.5,,2.5,Stock
INE621O01016,SRL,,10/31/2018,8.84,,8.84,Stock
INE002J01019,SRS FINANCE,,10/31/2018,14.25,,14.25,Stock
INE219H01039,SRS LIMITED,SRSLTD,10/31/2018,1.4,1.5,1.5,Stock
INE953I01023,SRS REAL,,10/31/2018,7.1,,7.1,Stock
INE838C01011,SSPDL LTD,,10/31/2018,78.9,,78.9,Stock
INE110Q01015,ST CORP,,10/31/2018,33.9,,33.9,Stock
INE802C01017,ST.STR.WHEEL,SSWL,10/31/2018,1125.45,1128,1128,Stock
INE224E01028,STAMPEDE CAP,STAMPEDE,10/31/2018,16.84,16.8,16.84,Stock
INE028L21018,STAN CHART,,10/31/2018,67.85,,67.85,Stock
INE457D01018,STANPACKS(I),,10/31/2018,7.79,,7.79,Stock
INE441L01015,STANROSE MAF,,10/31/2018,170,,170,Stock
INE939A01011,STAR,STAR,10/31/2018,785.5,785,785.5,Stock
INE733A01018,STAR PAPER,STARPAPER,10/31/2018,275.4,275.85,275.85,Stock
INE460H01021,STARCEMENT,STARCEMENT,10/31/2018,128.5,129,129,Stock
INE347I01010,STARCOM,,10/31/2018,250,,250,Stock
INE541K01014,STARDELTA,,10/31/2018,158.45,,158.45,Stock
INE909P01012,STARLIT,,10/31/2018,16.05,,16.05,Stock
INE035C01022,STARLITE COM,,10/31/2018,51.8,,51.8,Stock
INE580C01019,STARLOG,,10/31/2018,70.95,,70.95,Stock
INE062A01020,STATE BANK,SBIN,10/31/2018,316.45,316.6,316.6,Stock
INE655A01013,STC INDIA,STCINDIA,10/31/2018,162.75,163.75,163.75,Stock
INE502C01039,STD.BATTERY,,10/31/2018,8.16,,8.16,Stock
INE173A01025,STD.INDUST.,SIL,10/31/2018,22.95,23.4,23.4,Stock
INE114A01011,STEEL AUTH.,SAIL,10/31/2018,91.25,91.35,91.35,Stock
INE503B01013,STEEL EXCH,STEELXIND,10/31/2018,33.95,33.75,33.95,Stock
INE124E01020,STEELCAST,,10/31/2018,214.9,,214.9,Stock
INE395H01011,,STEELCITY,10/31/2018,,121.5,121.5,Stock
INE629B01024,STEELCO GUJ.,,10/31/2018,9.39,,9.39,Stock
INE577L01016,STEL,STEL,10/31/2018,119.5,118.8,119.5,Stock
INE395F01023,STELLANT,,10/31/2018,3.6,,3.6,Stock
INE325P01011,STELLAR CAP,,10/31/2018,6.28,,6.28,Stock
INE089C01029,STER TECH,STRTECH,10/31/2018,381,381,381,Stock
INE696C01021,STERL INTER,,10/31/2018,2.33,,2.33,Stock
INE324C01038,STERL.BIOTEC,STERLINBIO,10/31/2018,3.75,3.8,3.8,Stock
INE334A01023,STERL.TOOLS,STERTOOLS,10/31/2018,404,406.05,406.05,Stock
INE067E01013,STERPOW,,10/31/2018,6.86,,6.86,Stock
INE356D01012,STEWARTS,,10/31/2018,12.5,,12.5,Stock
INE090C01019,STI INDIA LT,STINDIA,10/31/2018,19.2,20,20,Stock
INE402Y01010,STL,,10/31/2018,157,,157,Stock
INE353H01010,STL GLOBAL,SGL,10/31/2018,18.85,19.2,19.2,Stock
INE205F01016,STL STR INF,,10/31/2018,7.66,,7.66,Stock
INE290C01015,STONE INDIA,,10/31/2018,46.95,,46.95,Stock
INE755D01015,STOVAC IND.,,10/31/2018,3090,,3090,Stock
INE398F01019,STR GRE WOO,,10/31/2018,21.35,,21.35,Stock
INE134F01026,STURDY INDS,,10/31/2018,0.96,,0.96,Stock
INE754A01014,SUBEX LTX,SUBEX,10/31/2018,10.25,10.25,10.25,Stock
INE690D01014,SUBHASH SILK,,10/31/2018,12.19,,12.19,Stock
INE287B01021,SUBROS LTD.,SUBROS,10/31/2018,356.9,354.8,356.9,Stock
INE475D01010,SUCHITRA,,10/31/2018,65.2,,65.2,Stock
INE618D01015,SUDAL INDUS,,10/31/2018,14.5,,14.5,Stock
INE659A01023,SUDARSH.CHEM,SUDARSCHEM,10/31/2018,462.7,464.95,464.95,Stock
INE691D01012,SUDITI IND.,,10/31/2018,85.7,,85.7,Stock
INE309D01011,SUGAL DAM,,10/31/2018,17,,17,Stock
INE216G01011,SUJANA INDUS,SUJANAUNI,10/31/2018,1.12,1.1,1.12,Stock
INE450E01011,SUKJIT STRCH,,10/31/2018,542.5,,542.5,Stock
INE673M01029,SULABH ENG.,,10/31/2018,11.85,,11.85,Stock
INE886B01012,SUMEDHA FISC,,10/31/2018,46,,46,Stock
INE235C01010,SUMEET INDUS,SUMEETINDS,10/31/2018,28.8,28.65,28.8,Stock
INE764B01029,SUMERU IND,,10/31/2018,1.19,,1.19,Stock
INE519C01017,SUMMIT SECU,SUMMITSEC,10/31/2018,1079,1088.1,1088.1,Stock
INE044A01036,SUN PHARMA.,SUNPHARMA,10/31/2018,594.7,594.9,594.9,Stock
